X,tok,RF_PoStag,tree_PoStag,tok_2,f.s,tok_3,oed_check,oed_FALSE,oed_TRUE,oed_tt,oed_NNS,punct,tok.to.edit,pdf.page
1363,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1364,flea,FM,NN,flea,flea,flea,0,NA,flea,NA,NA,NA,flea,5
1365,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1366,plea,FM,NN,plea,NA,plea,0,NA,plea,NA,NA,NA,plea,5
1367,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1368,pea,FM,NN,pea,NA,pea,0,NA,pea,NA,NA,NA,pea,5
1369,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1370,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,5
1371,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1372,tea,FM,NN,tea,NA,tea,0,NA,tea,NA,NA,NA,tea,5
1373,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1374,yea,FM,NN,yea,NA,yea,0,NA,yea,NA,NA,NA,yea,5
1375,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1376,which,VFIN.Full.3.Sg.Past.Ind,WDT,which,NA,which,0,NA,which,NA,NA,NA,which,5
1377,laſt,N.Reg.Nom.Sg.Masc,VVD,last,NA,last,0,NA,last,NA,NA,NA,last,5
1378,Word,N.Name.Nom.Sg.Masc,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,5
1379,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,5
1380,become,FM,VVN,become,NA,become,0,NA,become,NA,NA,NA,become,5
1381,almoft,VPP.Full.Psp,NN,almoft,almoft,almoft,1,almoft,NA,NA,NA,NA,almost,5
1382,obfolete,FM,NN,obfolete,obfolete,obfolete,1,obfolete,NA,NA,NA,NA,obsolete,5
1383,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1384,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,5
1385,has,FM,VHZ,has,NA,has,0,NA,has,NA,NA,NA,has,5
1386,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1387,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,5
1388,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,5
1389,u,CONJ.Coord.-,NN,u,NA,u,0,NA,u,NA,NA,NA,u,5
1390,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,5
1391,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1392,End,N.Name.*.*.*,NN,End,NA,End,0,NA,End,NA,NA,NA,End,5
1393,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,5
1394,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1395,following,FM,VVG,following,following,following,0,NA,following,NA,NA,NA,following,5
1396,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,5
1397,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1398,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,5
1399,Altar,N.Reg.Acc.Sg.Masc,NN,Altar,NA,Altar,0,NA,Altar,NA,NA,NA,Altar,5
1400,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1401,Angular,N.Name.Acc.Sg.Neut,JJ,Angular,NA,Angular,0,NA,Angular,NA,NA,NA,Angular,5
1402,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1403,Calendar,N.Name.Acc.Sg.Neut,NN,Calendar,NA,Calendar,0,NA,Calendar,NA,NA,NA,Calendar,5
1404,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1405,Jocular,N.Name.Acc.Sg.Neut,JJ,Jocular,NA,Jocular,0,NA,Jocular,NA,NA,NA,Jocular,5
1406,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1407,Medlar,N.Name.Acc.Sg.Neut,NP,Medlar,NA,Medlar,0,NA,Medlar,NA,NA,NA,Medlar,5
1408,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1409,Pedlar,N.Name.Acc.Sg.Neut,NP,Pedlar,NA,Pedlar,0,NA,Pedlar,NA,NA,NA,Pedlar,5
1410,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1411,Pillar,N.Name.Acc.Sg.Neut,NP,Pillar,NA,Pillar,0,NA,Pillar,NA,NA,NA,Pillar,5
1412,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1413,Solar,FM,NP,Solar,NA,Solar,0,NA,Solar,NA,NA,NA,Solar,5
1414,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1415,Scholar,N.Reg.Nom.Sg.Masc,NN,Scholar,NA,Scholar,0,NA,Scholar,NA,NA,NA,Scholar,5
1416,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1417,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,5
1418,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,5
1419,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1420,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,5
1421,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,5
1422,often,FM,RB,often,often,often,0,NA,often,NA,NA,NA,often,5
1423,ſuperfluous,FM,JJ,superfluous,superfluous,superfluous,0,NA,superfluous,NA,NA,NA,superfluous,5
1424,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,5
1425,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1426,Beginning,FM,NN,Beginning,NA,Beginning,0,NA,Beginning,NA,NA,NA,Beginning,5
1427,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1428,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,5
1429,abide,VFIN.Full.3.Sg.Pres.Subj,VV,abide,NA,abide,0,NA,abide,NA,NA,NA,abide,5
1430,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1431,amend,FM,VV,amend,NA,amend,0,NA,amend,NA,NA,NA,amend,5
1432,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1433,ariſe,FM,NNS,arise,NA,arise,0,NA,arise,NA,NA,NA,arise,5
1434,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1435,awake,FM,RB,awake,NA,awake,0,NA,awake,NA,NA,NA,awake,5
1436,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1437,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,5
1438,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,5
1439,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1440,for,FM,IN,for,for,for,0,NA,for,NA,NA,NA,for,5
1441,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1442,bide,FM,VV,bide,NA,bide,0,NA,bide,NA,NA,NA,bide,5
1443,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1444,mend,FM,VV,mend,NA,mend,0,NA,mend,NA,NA,NA,mend,5
1445,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1446,riſe,FM,NNS,rise,NA,rise,0,NA,rise,NA,NA,NA,rise,5
1447,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1448,wale,FM,NN,wale,NA,wale,0,NA,wale,NA,NA,NA,wale,5
1449,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1450,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,5
1451,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,5
1452,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1453,:,SYM.Pun.Colon,:,:,NA,:,1,:,NA,NA,NA,:,:,5
1454,Obſerve,N.Reg.Nom.Sg.Fem,NP,Observe,NA,Observe,0,NA,Observe,NA,NA,NA,Observe,5
1455,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1456,no,PART.Ans,DT,no,NA,no,0,NA,no,NA,NA,NA,no,5
1457,Engliſb,FM,NP,Englisb,NA,Englisb,1,Englisb,NA,NA,NA,NA,English,5
1458,Word,FM,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,5
1459,begins,FM,VVZ,begins,NA,begins,1,begins,NA,NA,NA,NA,begins,5
1460,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,5
1461,two,FM,CD,two,NA,two,0,NA,two,NA,NA,NA,two,5
1462,aa,FM,NN,aa,NA,aa,0,NA,aa,NA,NA,NA,aa,5
1463,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1464,except,VFIN.Full.3.Sg.Pres.Ind,IN,except,NA,except,0,NA,except,NA,NA,NA,except,5
1465,Aaron,N.Name.Nom.Sg.Masc,NP,Aaron,NA,Aaron,0,NA,Aaron,NA,NA,NA,Aaron,5
1466,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1467,which,VFIN.Full.3.Sg.Past.Ind,WDT,which,NA,which,0,NA,which,NA,NA,NA,which,5
1468,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,5
1469,rather,ADJA.Pos.Nom.Sg.Masc,RB,rather,NA,rather,0,NA,rather,NA,NA,NA,rather,5
1470,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,5
1471,Hebrenu,FM,NN,Hebrenu,NA,Hebrenu,1,Hebrenu,NA,NA,NA,NA,Hebrew,5
1472,name,FM,NN,name,NA,name,0,NA,name,NA,NA,NA,name,5
1473,;,SYM.Pun.Sent,:,;,NA,;,1,;,NA,NA,NA,;,;,5
1474,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,5
1475,where,FM,WRB,where,NA,where,0,NA,where,NA,NA,NA,where,5
1476,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,5
1477,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,5
1478,double,VFIN.Full.3.Sg.Pres.Subj,RB,double,NA,double,0,NA,double,NA,NA,NA,double,5
1479,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1480,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1481,Middle,FM,NN,Middle,NA,Middle,0,NA,Middle,NA,NA,NA,Middle,5
1482,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,5
1483,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,5
1484,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1485,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,5
1486,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,5
1487,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,5
1488,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1489,many,FM,JJ,many,NA,many,0,NA,many,NA,NA,NA,many,5
1490,Scripture,FM,NP,Scripture,NA,Scripture,0,NA,Scripture,NA,NA,NA,Scripture,5
1491,Names,FM,NP,Names,NA,Names,1,Names,NA,NA,NA,NA,Names,5
1492,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1493,drop,FM,NN,drop,NA,drop,0,NA,drop,NA,NA,NA,drop,5
1494,one,FM,CD,one,NA,one,0,NA,one,NA,NA,NA,one,5
1495,in,FM,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1496,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1497,Pronunciation,FM,NN,Pronunciation,NA,Pronunciation,0,NA,Pronunciation,NA,NA,NA,Pronunciation,5
1498,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1499,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,5
1500,Ifaae,N.Name.Nom.Sg.Masc,NP,Ifaae,Ifaae,Ifaae,1,Ifaae,NA,NA,NA,NA,Isaac,5
1501,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1502,Balaam,N.Name.Nom.Sg.Neut,NP,Balaam,NA,Balaam,0,NA,Balaam,NA,NA,NA,Balaam,5
1503,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1504,Canaan,N.Name.Nom.Sg.Neut,NP,Canaan,NA,Canaan,0,NA,Canaan,NA,NA,NA,Canaan,5
1505,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1506,except,VFIN.Full.3.Sg.Pres.Ind,IN,except,NA,except,0,NA,except,NA,NA,NA,except,5
1507,Baal,N.Name.Nom.Sg.Masc,NP,Baal,NA,Baal,0,NA,Baal,NA,NA,NA,Baal,5
1508,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1509,Gaal,N.Reg.Nom.Sg.Masc,NP,Gaal,NA,Gaal,1,Gaal,NA,NA,NA,NA,Gaal,5
1510,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1511,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,5
1512,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,5
1513,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1514,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1515,Note,N.Reg.Acc.Sg.Fem,NN,Note,NA,Note,0,NA,Note,NA,NA,NA,Note,5
1516,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1517,Our,N.Reg.Acc.Sg.Fem,PP$,Our,NA,Our,0,NA,Our,NA,NA,NA,Our,5
1518,Alphabet,N.Reg.Nom.Sg.Neut,NN,Alphabet,NA,Alphabet,0,NA,Alphabet,NA,NA,NA,Alphabet,5
1519,ſeems,FM,NNS,seems,NA,seems,0,NA,seems,NA,NA,NA,seems,5
1520,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,5
1521,want,FM,VV,want,NA,want,0,NA,want,NA,NA,NA,want,5
1522,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,5
1523,Letter,N.Reg.Nom.Sg.Masc,NN,Letter,NA,Letter,0,NA,Letter,NA,NA,NA,Letter,5
1524,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1525,or,FM,CC,or,NA,or,0,NA,or,NA,NA,NA,or,5
1526,ſome,FM,NN,some,NA,some,0,NA,some,NA,NA,NA,some,5
1527,Sort,FM,NN,Sort,NA,Sort,0,NA,Sort,NA,NA,NA,Sort,5
1528,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,5
1529,Character,FM,NN,Character,NA,Character,0,NA,Character,NA,NA,NA,Character,5
1530,equivalent,FM,NN,equivalent,NA,equivalent,0,NA,equivalent,NA,NA,NA,equivalent,5
1531,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,5
1532,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,5
1533,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1534,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,5
1535,expreſs,FM,NNS,express,NA,express,0,NA,express,NA,NA,NA,express,5
1536,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1537,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,5
1538,we,PRO.Pers.Subst.1.Nom.Pl.*,PP,we,NA,we,0,NA,we,NA,NA,NA,we,5
1539,give,FM,VVP,give,NA,give,0,NA,give,NA,NA,NA,give,5
1540,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,5
1541,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1542,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,5
1543,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1544,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1545,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,5
1546,all,FM,RB,all,NA,all,0,NA,all,NA,NA,NA,all,5
1547,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1548,aall,ADJD.Pos,NN,aall,NA,aall,1,aall,NA,NA,NA,NA,aall,5
1549,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1550,talt,ADJD.Pos,NN,talt,NA,talt,1,talt,NA,NA,NA,NA,NA,5
1551,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1552,aualt,ADJD.Pos,NN,aualt,NA,aualt,1,aualt,NA,NA,NA,NA,NA,5
1553,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1554,balt,ADJD.Pos,NN,balt,NA,balt,0,NA,balt,NA,NA,NA,balt,5
1555,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1556,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,5
1557,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,5
1558,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1559,B,SYM.Other.XY,NP,B,NA,B,0,NA,B,NA,NA,NA,B,5
1560,Is,FM,VBZ,Is,NA,Is,0,NA,Is,NA,NA,NA,Is,5
1561,called,FM,VVN,called,NA,called,0,NA,called,NA,NA,NA,called,5
1562,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1563,Latin,N.Name.Dat.Sg.*,NP,Latin,NA,Latin,0,NA,Latin,NA,NA,NA,Latin,5
1564,Litera,N.Reg.Dat.Sg.Masc,NP,Litera,NA,Litera,1,Litera,NA,NA,NA,NA,Litera,5
1565,labializ,FM,NP,labializ,NA,labializ,1,labializ,NA,NA,NA,NA,labializ,5
1566,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1567,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1568,Labial,FM,NN,Labial,NA,Labial,0,NA,Labial,NA,NA,NA,Labial,5
1569,or,FM,CC,or,NA,or,0,NA,or,NA,NA,NA,or,5
1570,LipLetter,FM,NP,LipLetter,NA,LipLetter,0,NA,LipLetter,NA,NA,NA,LipLetter,5
1571,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1572,becaufe,VFIN.Full.3.Sg.Pres.Subj,NN,becaufe,becaufe,becaufe,1,becaufe,NA,NA,NA,NA,because,5
1573,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,5
1574,cannot,FM,MD,cannot,NA,cannot,1,cannot,NA,NA,NA,NA,cannot,5
1575,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,5
1576,pronounced,FM,VVN,pronounced,NA,pronounced,0,NA,pronounced,NA,NA,NA,pronounced,5
1577,without,FM,IN,without,NA,without,0,NA,without,NA,NA,NA,without,5
1578,clofing,FM,VVG,clofing,clofing,clofing,1,clofing,NA,NA,NA,NA,closing,5
1579,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1580,Lips,FM,NNS,Lips,NA,Lips,0,NA,Lips,NA,NA,NA,Lips,5
1581,together,ADJD.Comp,RB,together,NA,together,0,NA,together,NA,NA,NA,together,5
1582,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1583,It,N.Reg.Nom.Sg.Masc,PP,It,NA,It,0,NA,It,NA,NA,NA,It,5
1584,retains,FM,VVZ,retains,NA,retains,1,retains,NA,NA,NA,NA,retains,5
1585,its,FM,PP$,its,NA,its,0,NA,its,NA,NA,NA,its,5
1586,natural,FM,JJ,natural,NA,natural,0,NA,natural,NA,NA,NA,natural,5
1587,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,5
1588,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,5
1589,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1590,Beginning,FM,NN,Beginning,NA,Beginning,0,NA,Beginning,NA,NA,NA,Beginning,5
1591,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,5
1592,all,FM,DT,all,NA,all,0,NA,all,NA,NA,NA,all,5
1593,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,5
1594,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1595,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,5
1596,bad,FM,JJ,bad,NA,bad,0,NA,bad,NA,NA,NA,bad,5
1597,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1598,bed,FM,NN,bed,NA,bed,0,NA,bed,NA,NA,NA,bed,5
1599,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1600,bie,FM,NP,bie,NA,bie,1,bie,NA,NA,NA,NA,NA,5
1601,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1602,hut,FM,NN,hut,NA,hut,0,NA,hut,NA,NA,NA,hut,5
1603,;,SYM.Pun.Sent,:,;,NA,;,1,;,NA,NA,NA,;,;,5
1604,but,CONJ.Coord.-,CC,but,NA,but,0,NA,but,NA,NA,NA,but,5
1605,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,5
1606,not,ADJD.Pos,RB,not,NA,not,0,NA,not,NA,NA,NA,not,5
1607,always,FM,RB,always,NA,always,0,NA,always,NA,NA,NA,always,5
1608,pronounced,FM,VVN,pronounced,NA,pronounced,0,NA,pronounced,NA,NA,NA,pronounced,5
1609,in,FM,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1610,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1611,Middle,FM,NP,Middle,NA,Middle,0,NA,Middle,NA,NA,NA,Middle,5
1612,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1613,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,5
1614,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1615,the,N.Name.*.*.*,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1616,Word,N.Name.Dat.Sg.Neut,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,5
1617,doubt,VFIN.Full.3.Sg.Pres.Ind,NN,doubt,NA,doubt,0,NA,doubt,NA,NA,NA,doubt,5
1618,and,N.Name.*.*.*,CC,and,NA,and,0,NA,and,NA,NA,NA,and,5
1619,ies,N.Name.*.*.*,NN,ies,NA,ies,1,ies,NA,NA,NA,NA,NA,5
1620,Compounds,N.Name.Gen.Sg.Neut,NNS,Compounds,NA,Compounds,0,NA,Compounds,NA,NA,NA,Compounds,5
1621,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1622,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,5
1623,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,5
1624,never,FM,RB,never,NA,never,0,NA,never,NA,NA,NA,never,5
1625,uſed,FM,VVN,used,NA,used,0,NA,used,NA,NA,NA,used,5
1626,double,VFIN.Full.3.Sg.Pres.Subj,RB,double,NA,double,0,NA,double,NA,NA,NA,double,5
1627,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,5
1628,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1629,End,N.Name.*.*.*,NN,End,NA,End,0,NA,End,NA,NA,NA,End,5
1630,et,FM,CC,et,NA,et,0,NA,et,NA,NA,NA,et,5
1631,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,5
1632,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1633,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,5
1634,founds,FM,VVZ,founds,founds,founds,0,NA,founds,NA,NA,NA,founds,5
1635,like,FM,IN,like,NA,like,0,NA,like,NA,NA,NA,like,5
1636,two,FM,CD,two,NA,two,0,NA,two,NA,NA,NA,two,5
1637,9b,FM,NN,9b,NA,9b,1,9b,NA,NA,NA,NA,NA,5
1638,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1639,in,FM,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1640,double,VFIN.Full.1.Sg.Pres.Ind,RB,double,NA,double,0,NA,double,NA,NA,NA,double,5
1641,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1642,trellr,VFIN.Full.1.Sg.Pres.Ind,NN,trellr,NA,trellr,1,trellr,NA,NA,NA,NA,NA,5
1643,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1644,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,5
1645,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,5
1646,.,SYM.Pun.Sent,SENT,.,NA,.,1,.,NA,NA,NA,.,.,5
1647,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,5
1648,ferves,FM,VVZ,ferves,ferves,ferves,1,ferves,NA,NA,NA,NA,serves,5
1649,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1650,like,FM,IN,like,NA,like,0,NA,like,NA,NA,NA,like,5
1651,e,FM,NN,e,NA,e,0,NA,e,NA,NA,NA,e,5
1652,final,ADJD.Pos,JJ,final,final,final,0,NA,final,NA,NA,NA,final,5
1653,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1654,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,5
1655,lengthen,FM,VV,lengthen,NA,lengthen,0,NA,lengthen,NA,NA,NA,lengthen,5
1656,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,5
1657,Syllable,FM,NN,Syllable,NA,Syllable,0,NA,Syllable,NA,NA,NA,Syllable,5
1658,in,FM,IN,in,NA,in,0,NA,in,NA,NA,NA,in,5
1659,theſe,FM,JJ,these,NA,these,0,NA,these,NA,NA,NA,these,5
1660,following,FM,NN,following,following,following,0,NA,following,NA,NA,NA,following,5
1661,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1662,chimb,VIMP.Full.2.Sg,NN,chimb,NA,chimb,0,NA,chimb,NA,NA,NA,chimb,5
1663,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1664,bomb,VIMP.Full.2.Sg,NN,bomb,NA,bomb,0,NA,bomb,NA,NA,NA,bomb,5
1665,",",SYM.Pun.Comma,",",",",NA,",",1,",",NA,NA,NA,",",",",5
1666,comb,VIMP.Full.2.Sg,NNS,comb,NA,comb,0,NA,comb,NA,NA,NA,comb,5
